q_local_idx,query_lab,num_valid_candidates,top1_score,top1_tm,top1_seqid,top12_mean_score,top12_mean_tm,top12_mean_seqid,ranking_mode
655,2PGW-A,12,0.31901999999999997,0.91902,0.264,0.27638833333333335,0.8763883333333334,0.24749999999999997,top12_mean
245,2FNC-A,12,0.33638999999999997,0.93639,0.331,0.2751275,0.9089608333333333,0.3745833333333333,top12_mean
624,7OO1-A,12,0.32399,0.92399,0.364,0.2746516666666667,0.8765683333333333,0.35941666666666666,top12_mean
412,6K2M-A,12,0.35821000000000003,0.95821,0.367,0.2744250000000001,0.9549250000000001,0.47183333333333327,top12_mean
385,3JCM-g,12,0.32363,0.92363,0.303,0.2741283333333334,0.8902116666666666,0.31708333333333333,top12_mean
307,4H60-A,12,0.30821,0.90821,0.275,0.27335750000000003,0.8733574999999999,0.30183333333333334,top12_mean
631,7OVX-A,12,0.33897,0.94097,0.402,0.27082000000000006,0.92657,0.451,top12_mean
112,5CXO-A,12,0.28409000000000006,0.88409,0.252,0.2707216666666667,0.8707216666666667,0.2639166666666667,top12_mean
942,5XZD-A,12,0.34104999999999996,0.94405,0.403,0.2704208333333334,0.9418375,0.44775000000000004,top12_mean
589,1NUN-A,12,0.30734000000000006,0.90734,0.338,0.2699858333333334,0.8820691666666667,0.34525,top12_mean
310,6HCI-A,12,0.33727000000000007,0.93727,0.302,0.26911916666666674,0.8691191666666667,0.27475,top12_mean
906,6WY8-A,12,0.34367000000000003,0.94367,0.383,0.2671466666666667,0.8671466666666666,0.2340833333333333,top12_mean
239,5FD8-A,12,0.31791,0.91791,0.318,0.2670083333333334,0.8670083333333333,0.2859166666666667,top12_mean
240,3FF7-C,12,0.32271000000000005,0.92271,0.348,0.2664341666666667,0.8816008333333333,0.32466666666666666,top12_mean
550,4N27-A,12,0.34614,0.94614,0.374,0.2663675,0.8777841666666667,0.34741666666666665,top12_mean
386,5JC8-A,12,0.2958700000000001,0.89587,0.283,0.2652583333333334,0.8652583333333334,0.30966666666666665,top12_mean
955,4Y91-A,12,0.29504,0.94104,0.446,0.2619291666666667,0.9322625000000001,0.4703333333333333,top12_mean
269,3GCE-A,12,0.31701,0.91701,0.327,0.26110833333333333,0.8611083333333333,0.2744166666666667,top12_mean
34,5B1X-A,12,0.3140300000000001,0.92303,0.409,0.26044166666666674,0.8780249999999999,0.35141666666666665,top12_mean
775,3T6K-A,12,0.29208,0.89208,0.35,0.25998916666666666,0.8599891666666667,0.296,top12_mean
0,4A27-A,12,0.3117,0.9117,0.306,0.2588033333333334,0.8653866666666667,0.2590833333333333,top12_mean
505,5M1T-A,12,0.29995000000000005,0.90595,0.406,0.25710666666666665,0.8693566666666669,0.3466666666666667,top12_mean
495,3LTE-A,12,0.2934800000000001,0.89348,0.254,0.2568358333333333,0.8568358333333332,0.25750000000000006,top12_mean
234,1F89-A,12,0.28566,0.88566,0.301,0.2561883333333334,0.8561883333333334,0.25475000000000003,top12_mean
459,3L49-A,12,0.29663000000000006,0.89663,0.228,0.2533541666666667,0.8693541666666667,0.24133333333333337,top12_mean
791,5TS0-A,12,0.27761,0.87761,0.183,0.24871416666666668,0.8745474999999999,0.21433333333333335,top12_mean
130,3DB2-A,12,0.28167,0.88167,0.18,0.24807,0.84807,0.19233333333333336,top12_mean
947,6Y11-M,12,0.33734,0.93734,0.275,0.2473741666666667,0.8473741666666667,0.21775,top12_mean
769,3SYB-A,12,0.2789400000000001,0.87894,0.397,0.24522166666666664,0.8459716666666667,0.32399999999999995,top12_mean
332,3I47-A,12,0.27037,0.87037,0.298,0.24516833333333335,0.8451683333333332,0.2763333333333333,top12_mean
324,2HO5-A,12,0.29908,0.89908,0.184,0.24478333333333344,0.8447833333333333,0.17250000000000001,top12_mean
32,3B1S-B,12,0.27971999999999997,0.87972,0.214,0.24151500000000004,0.8474316666666667,0.35250000000000004,top12_mean
414,3K4H-A,12,0.29300000000000004,0.893,0.263,0.24120166666666668,0.8412016666666666,0.22908333333333333,top12_mean
515,4M88-A,12,0.29766000000000004,0.89766,0.251,0.2403941666666667,0.8403941666666669,0.164,top12_mean
827,1V3T-A,12,0.3286,0.9286,0.392,0.23944999999999997,0.8830333333333332,0.39366666666666666,top12_mean
212,4EVR-A,12,0.29659,0.89659,0.327,0.2385833333333333,0.8385833333333336,0.21866666666666668,top12_mean
199,1ELT-A,12,0.3176,0.9176,0.374,0.2382041666666667,0.9220375000000002,0.46108333333333335,top12_mean
1,4A5P-A,12,0.27866,0.87866,0.287,0.23816833333333332,0.8468349999999999,0.2695,top12_mean
390,7JL0-B,12,0.3023,0.9023,0.229,0.2378591666666667,0.8378591666666666,0.22441666666666668,top12_mean
666,3PNZ-A,12,0.24030000000000007,0.8403,0.274,0.23776750000000005,0.8377675000000001,0.2750833333333334,top12_mean
967,1YHM-A,12,0.32167,0.92167,0.285,0.23604250000000007,0.8852924999999999,0.3965,top12_mean
917,2X64-A,12,0.29294,0.89294,0.379,0.23323416666666671,0.8332341666666666,0.21691666666666667,top12_mean
648,2PAN-A,12,0.31239000000000006,0.91239,0.296,0.2327933333333334,0.8621266666666666,0.29866666666666664,top12_mean
53,7BIE-A,12,0.32642000000000004,0.92642,0.361,0.23125166666666672,0.8879183333333334,0.39291666666666664,top12_mean
33,4B15-A,12,0.31192,0.91192,0.342,0.23055833333333334,0.8305583333333333,0.2526666666666667,top12_mean
361,6IUB-A,12,0.27495,0.87495,0.227,0.22679666666666667,0.8277133333333332,0.26866666666666666,top12_mean
306,1H6K-X,12,0.27927,0.87927,0.297,0.22627083333333334,0.8262708333333332,0.25425,top12_mean
89,2CGJ-A,12,0.28593999999999997,0.88594,0.303,0.22543750000000004,0.8254375000000002,0.17666666666666664,top12_mean
886,3WNV-A,12,0.33488000000000007,0.93488,0.346,0.22410666666666676,0.8241066666666667,0.29225,top12_mean
838,1VHO-A,12,0.25251999999999997,0.85252,0.329,0.2240325,0.8240325000000001,0.30749999999999994,top12_mean
85,4CE4-U,12,0.31025,0.91025,0.319,0.2239333333333334,0.8966,0.42083333333333334,top12_mean
794,4TUF-A,12,0.28701000000000004,0.94601,0.459,0.22389666666666666,0.8826466666666667,0.37875,top12_mean
460,3L4R-A,12,0.30308999999999997,0.90309,0.277,0.22354583333333333,0.8235458333333333,0.23058333333333333,top12_mean
171,3E10-A,12,0.31510000000000005,0.9181,0.403,0.2228333333333334,0.8230833333333334,0.28683333333333333,top12_mean
462,6L69-A,12,0.32372,0.92772,0.404,0.22228833333333334,0.8850383333333333,0.37933333333333336,top12_mean
564,5NCK-A,12,0.28319000000000005,0.88319,0.329,0.22147916666666667,0.8214791666666668,0.2721666666666666,top12_mean
279,1GL2-D,12,0.33533,0.93533,0.309,0.22139333333333336,0.8213933333333333,0.10525000000000001,top12_mean
844,1VLH-A,12,0.32612,0.93912,0.413,0.22133333333333335,0.8739166666666667,0.38225,top12_mean
851,2VQA-A,12,0.31745,0.91745,0.38,0.22068083333333335,0.8206808333333333,0.31925,top12_mean
594,2NYF-A,12,0.32458,0.92458,0.36,0.22027833333333335,0.9190283333333333,0.42791666666666667,top12_mean
762,3SLG-A,12,0.25214000000000003,0.95814,0.506,0.2189016666666667,0.863235,0.332,top12_mean
522,3MFG-B,12,0.26343000000000005,0.86343,0.243,0.2187125,0.8187125000000001,0.26525000000000004,top12_mean
649,4PA1-A,12,0.31144000000000005,0.91144,0.361,0.21855250000000004,0.8678858333333334,0.4185833333333333,top12_mean
973,1YO5-C,12,0.29852,0.89852,0.395,0.21815583333333335,0.8919058333333333,0.47074999999999995,top12_mean
205,7EPT-R,12,0.30544000000000004,0.90544,0.388,0.21798250000000005,0.8679825,0.35474999999999995,top12_mean
913,4X4K-A,12,0.34618000000000004,0.94618,0.38,0.21723500000000004,0.8724016666666667,0.3893333333333333,top12_mean
964,4YF9-C,12,0.29417000000000004,0.89417,0.335,0.21657250000000006,0.8165724999999998,0.2401666666666666,top12_mean
847,7VP8-A,12,0.29563000000000006,0.89563,0.155,0.21510750000000003,0.8151074999999999,0.15116666666666667,top12_mean
215,7EWS-A,12,0.23119,0.83119,0.304,0.21489000000000003,0.81489,0.2963333333333333,top12_mean
271,2GH0-A,12,0.2983600000000001,0.90536,0.407,0.21356000000000006,0.8780600000000001,0.4400833333333332,top12_mean
49,3BE0-A,12,0.3168500000000001,0.91685,0.259,0.2128408333333334,0.9121741666666668,0.37125,top12_mean
333,5I47-A,12,0.27786,0.87786,0.289,0.21241833333333338,0.8124183333333335,0.17074999999999999,top12_mean
710,7QRX-A,12,0.3540800000000001,0.96408,0.41,0.21234750000000002,0.8547641666666669,0.30724999999999997,top12_mean
365,1IYN-A,12,0.26258000000000004,0.86258,0.357,0.21232833333333334,0.8330783333333333,0.32675,top12_mean
925,2XHF-A,12,0.31709,0.91709,0.359,0.2122191666666667,0.8145525,0.1955,top12_mean
68,1BYF-A,12,0.2338,0.8338,0.252,0.21129833333333337,0.8112983333333333,0.219,top12_mean
987,2YZJ-A,12,0.29406,0.89406,0.232,0.21116666666666664,0.8111666666666668,0.2235,top12_mean
208,5ERU-A,12,0.26696000000000003,0.92496,0.458,0.21078249999999998,0.8371991666666666,0.3884166666666667,top12_mean
667,7PNC-A,12,0.3573700000000001,0.95737,0.292,0.2106991666666667,0.9572824999999999,0.4691666666666667,top12_mean
311,2HDI-A,12,0.26593,0.86593,0.239,0.20978416666666666,0.8097841666666666,0.21941666666666662,top12_mean
259,1G2C-A,12,0.26938000000000006,0.86938,0.082,0.20915833333333333,0.8091583333333334,0.12075000000000001,top12_mean
790,7TRC-E,12,0.28709000000000007,0.88709,0.31,0.2076841666666667,0.8134341666666667,0.3156666666666667,top12_mean
908,1WZ8-A,12,0.2874300000000001,0.88743,0.292,0.2076,0.8351833333333333,0.32191666666666663,top12_mean
862,3VXG-A,12,0.28037000000000006,0.90637,0.426,0.20706916666666672,0.8092358333333333,0.28141666666666665,top12_mean
976,1YSQ-A,12,0.26899000000000006,0.86899,0.335,0.20658166666666666,0.8065816666666666,0.24566666666666667,top12_mean
325,6HR5-A,12,0.33085,0.93085,0.298,0.2065058333333333,0.8065058333333335,0.22341666666666662,top12_mean
71,6C0D-A,12,0.33257000000000003,0.93257,0.278,0.2058333333333334,0.8058333333333335,0.26316666666666666,top12_mean
165,5DWD-A,12,0.27935,0.87935,0.242,0.20537500000000006,0.8053750000000001,0.19683333333333333,top12_mean
765,1SVF-A,12,0.28415,0.88415,0.063,0.20478166666666672,0.8047816666666666,0.10958333333333335,top12_mean
338,4I6B-A,12,0.24360000000000004,0.8436,0.296,0.2047575,0.8633408333333334,0.36850000000000005,top12_mean
991,4Z0G-A,12,0.27437,0.87937,0.405,0.20408833333333332,0.8674216666666665,0.44983333333333336,top12_mean
877,6WHJ-A,12,0.24968,0.84968,0.343,0.2039766666666667,0.8039766666666667,0.2701666666666667,top12_mean
438,6KPF-R,12,0.2488100000000001,0.93081,0.482,0.20328833333333338,0.8101216666666667,0.2204166666666667,top12_mean
487,1LQA-A,12,0.25034,0.85034,0.309,0.20198666666666665,0.8019866666666665,0.28591666666666665,top12_mean
675,4Q6T-A,12,0.22571000000000008,0.82571,0.17,0.2019266666666667,0.8019266666666666,0.18325000000000002,top12_mean
945,5Y1Z-A,12,0.27222999999999997,0.87223,0.219,0.20150833333333337,0.8066749999999999,0.17641666666666667,top12_mean
488,5LQ8-A,12,0.27082000000000006,0.87082,0.256,0.20123250000000004,0.8144825000000001,0.22533333333333339,top12_mean
821,4UXM-A,12,0.24238000000000004,0.84238,0.21,0.20080416666666667,0.8008041666666669,0.2675,top12_mean
383,4J9T-A,12,0.258,0.858,0.28,0.20077500000000006,0.8604416666666667,0.32550000000000007,top12_mean
718,4QXF-A,12,0.31654000000000004,0.91654,0.322,0.20060583333333337,0.8249391666666667,0.3385833333333333,top12_mean
865,6W26-A,12,0.26642,0.86642,0.278,0.20030500000000007,0.8003050000000002,0.17683333333333331,top12_mean
822,1UZ5-A,12,0.25060000000000004,0.8506,0.279,0.19893249999999998,0.7989324999999999,0.30125,top12_mean
1011,5ZN9-A,12,0.2811,0.8811,0.299,0.19888833333333336,0.8488883333333335,0.3314166666666667,top12_mean
249,2FQ6-A,12,0.32211,0.92211,0.282,0.19819000000000006,0.8479399999999999,0.2925,top12_mean
696,2QKQ-A,12,0.26864,0.86864,0.25,0.19811,0.83686,0.32525,top12_mean
709,4QQ7-A,12,0.27869,0.88369,0.405,0.19784250000000006,0.8470091666666667,0.30925,top12_mean
780,3TEU-A,12,0.23614999999999997,0.83615,0.359,0.19728333333333337,0.8131999999999998,0.39158333333333334,top12_mean
274,4GI5-A,12,0.29791,0.89791,0.362,0.19724750000000005,0.8022475,0.32216666666666666,top12_mean
641,4P53-A,12,0.37862000000000007,0.97862,0.398,0.19705083333333337,0.7970508333333334,0.21833333333333335,top12_mean
38,4B60-A,12,0.30425,0.90425,0.218,0.1968175,0.7968175000000001,0.17266666666666666,top12_mean
436,4KM3-A,12,0.22737000000000007,0.82737,0.39,0.19618583333333336,0.8153524999999999,0.36775,top12_mean
342,5I9J-A,12,0.31451000000000007,0.91451,0.369,0.1960991666666667,0.8460991666666667,0.27075,top12_mean
800,4TZH-A,12,0.27649999999999997,0.8765,0.33,0.19600166666666663,0.7960016666666666,0.2976666666666667,top12_mean
213,5EVC-A,12,0.31865,0.91865,0.354,0.1950125,0.7950125,0.21175000000000002,top12_mean
853,3VQG-A,12,0.25868,0.85868,0.277,0.19495000000000004,0.8126166666666667,0.2843333333333334,top12_mean
350,2IHY-A,12,0.24085,0.84085,0.227,0.19486750000000005,0.7948675000000001,0.23191666666666666,top12_mean
734,2RA5-A,12,0.24409000000000003,0.84409,0.186,0.19399666666666668,0.7984133333333334,0.25325000000000003,top12_mean
508,5M3I-A,12,0.21991000000000005,0.81991,0.168,0.19390750000000004,0.8071575000000001,0.20016666666666663,top12_mean
661,2PKU-A,12,0.26672000000000007,0.86672,0.287,0.1937825,0.7937825,0.24241666666666664,top12_mean
410,2JZV-A,12,0.22477999999999998,0.82478,0.296,0.19355583333333334,0.7935558333333333,0.29883333333333334,top12_mean
677,7Q86-A,12,0.35483,0.95483,0.313,0.19351583333333333,0.8550158333333332,0.36016666666666675,top12_mean
406,5JYB-A,12,0.28389,0.88389,0.276,0.1925941666666667,0.8913441666666667,0.40225,top12_mean
777,3TC8-A,12,0.29913,0.89913,0.261,0.19226666666666667,0.8625166666666666,0.33316666666666667,top12_mean
735,4RBO-A,12,0.28728000000000004,0.91328,0.426,0.19217666666666675,0.8520099999999999,0.4045833333333333,top12_mean
958,2YAN-A,12,0.2866000000000001,0.8866,0.379,0.19185500000000003,0.8191883333333331,0.32725,top12_mean
776,1TAF-B,12,0.24319000000000002,0.84319,0.143,0.19174916666666672,0.7917491666666666,0.19208333333333338,top12_mean
197,6EJN-C,12,0.31434000000000006,0.91434,0.1,0.1902166666666667,0.8193833333333332,0.14375000000000002,top12_mean
962,5YDJ-A,12,0.28297000000000005,0.95397,0.471,0.18996416666666668,0.9522974999999999,0.5533333333333333,top12_mean
888,6WN9-A,12,0.26531000000000005,0.86531,0.235,0.18949333333333337,0.8373266666666667,0.24516666666666667,top12_mean
887,6WN5-A,12,0.22865999999999997,0.82866,0.143,0.18918333333333337,0.7891833333333333,0.14141666666666666,top12_mean
697,3QKG-A,12,0.30029000000000006,0.90029,0.247,0.18753083333333329,0.8370308333333334,0.2841666666666667,top12_mean
454,1L2T-A,12,0.26994000000000007,0.86994,0.397,0.18739666666666666,0.84248,0.3914166666666667,top12_mean
20,4AQR-D,12,0.29445,0.89445,0.0,0.18690166666666666,0.7869016666666666,0.10783333333333334,top12_mean
689,4QHR-A,12,0.3467100000000001,0.94871,0.402,0.1864675,0.7866341666666669,0.22266666666666665,top12_mean
905,4WY4-C,12,0.2721,0.8721,0.141,0.1862625,0.7862625,0.08116666666666666,top12_mean
801,1U0R-A,12,0.29007000000000005,0.89007,0.309,0.18588666666666667,0.8343033333333333,0.3133333333333333,top12_mean
807,5U5G-A,12,0.32144000000000006,0.92144,0.214,0.18520916666666667,0.7852091666666666,0.18566666666666665,top12_mean
463,7L6N-I,12,0.21830000000000005,0.9113,0.493,0.1838025,0.9144691666666668,0.5306666666666666,top12_mean
398,2JQR-B,12,0.28323,0.88323,0.366,0.1823666666666667,0.8830333333333334,0.4372500000000001,top12_mean
937,2XU6-A,12,0.29290000000000005,0.8929,0.049,0.1817325,0.7817324999999999,0.09333333333333334,top12_mean
694,6QJ4-C,12,0.23012,0.83012,0.365,0.18149916666666668,0.7814991666666667,0.25275,top12_mean
687,3QGU-A,12,0.23416000000000003,0.83416,0.225,0.1810366666666667,0.8464533333333334,0.30516666666666664,top12_mean
752,4RXL-A,12,0.34551000000000004,0.95951,0.414,0.18016333333333334,0.7824966666666667,0.1915833333333333,top12_mean
954,6Y75-A,12,0.22769000000000006,0.82769,0.165,0.17898083333333337,0.7789808333333333,0.17116666666666666,top12_mean
80,1CBK-A,12,0.30608,0.90608,0.381,0.17849749999999998,0.9040808333333331,0.5240000000000001,top12_mean
206,3EQV-A,12,0.3039000000000001,0.9159,0.412,0.17807000000000006,0.8834033333333333,0.461,top12_mean
167,5DYM-A,12,0.27124000000000004,0.87124,0.234,0.17783000000000004,0.7812466666666666,0.30050000000000004,top12_mean
314,4HGX-A,12,0.26334,0.86334,0.173,0.17717666666666668,0.7771766666666667,0.1708333333333333,top12_mean
65,1BWD-A,12,0.33247000000000004,0.93247,0.366,0.17693749999999997,0.7769375,0.24266666666666667,top12_mean
672,2PWA-A,12,0.3339800000000001,0.94698,0.413,0.17690833333333336,0.9334916666666665,0.536,top12_mean
441,5KS7-A,12,0.28561000000000003,0.88561,0.269,0.17678833333333335,0.7767883333333332,0.21941666666666662,top12_mean
357,6IP1-C,12,0.26258000000000004,0.86258,0.154,0.17636000000000004,0.77636,0.10783333333333334,top12_mean
430,4KGQ-A,12,0.32200000000000006,0.922,0.326,0.17626416666666667,0.8654308333333334,0.37125,top12_mean
238,7FC0-B,12,0.33004,0.93004,0.347,0.17623583333333334,0.8009025,0.22258333333333336,top12_mean
568,1ND4-A,12,0.31590000000000007,0.9159,0.386,0.17540083333333337,0.7754008333333333,0.23008333333333333,top12_mean
781,5TED-A,12,0.25436000000000003,0.85436,0.239,0.17512416666666666,0.7751241666666666,0.1755833333333333,top12_mean
157,4DR9-A,12,0.21379000000000004,0.81779,0.404,0.1751083333333334,0.7900250000000001,0.395,top12_mean
395,6JNP-B,12,0.24822000000000005,0.88222,0.434,0.17428416666666668,0.7829508333333334,0.2449166666666667,top12_mean
176,5E5D-A,12,0.33416,0.93416,0.337,0.17417000000000005,0.8954199999999998,0.48491666666666666,top12_mean
137,6DFI-E,12,0.20518000000000008,0.85918,0.454,0.17351250000000004,0.8549291666666666,0.47433333333333344,top12_mean
869,1W98-B,12,0.18176000000000003,0.78176,0.263,0.17322666666666667,0.7732266666666666,0.25866666666666666,top12_mean
723,2QZC-A,12,0.29790000000000005,0.8979,0.262,0.17267666666666667,0.7726766666666668,0.15533333333333335,top12_mean
149,2DMG-A,12,0.20652000000000004,0.80652,0.29,0.1724241666666667,0.7724241666666668,0.2831666666666666,top12_mean
986,1YXM-A,12,0.18400000000000005,0.784,0.269,0.17190750000000007,0.7719075000000001,0.29383333333333334,top12_mean
695,2QK7-B,12,0.29463000000000006,0.89463,0.287,0.17159083333333336,0.8506741666666667,0.3885,top12_mean
680,3QC0-A,12,0.23669000000000007,0.83669,0.17,0.1707816666666667,0.8310316666666667,0.26383333333333336,top12_mean
784,6TG2-A,12,0.30813,0.90813,0.295,0.17035416666666667,0.7703541666666668,0.18016666666666667,top12_mean
652,7PD2-A,12,0.33433999999999997,0.93434,0.332,0.17011083333333335,0.7701108333333334,0.19358333333333333,top12_mean
156,3DR2-A,12,0.28902000000000005,0.88902,0.33,0.16928500000000002,0.7692849999999999,0.1829166666666667,top12_mean
799,4TZ7-A,12,0.27518,0.87518,0.317,0.1690891666666667,0.8584225,0.42791666666666667,top12_mean
461,7L4S-A,12,0.23558,0.83558,0.261,0.1688733333333334,0.80079,0.23083333333333333,top12_mean
708,2QQ8-A,12,0.24280999999999997,0.84281,0.275,0.16746666666666668,0.7674666666666666,0.19200000000000003,top12_mean
969,5YH5-A,12,0.25361,0.85361,0.212,0.16567000000000004,0.7656700000000001,0.17858333333333332,top12_mean
531,5MOG-A,12,0.19767999999999997,0.79768,0.146,0.16388916666666667,0.7638891666666666,0.14975,top12_mean
693,7QIA-A,12,0.2679,0.8679,0.229,0.16348083333333338,0.7634808333333334,0.16391666666666668,top12_mean
859,7VT1-A,12,0.27648,0.91148,0.435,0.16323333333333337,0.8605666666666667,0.43191666666666667,top12_mean
590,3NUT-A,12,0.19906000000000001,0.79906,0.252,0.1630766666666667,0.7630766666666666,0.18000000000000002,top12_mean
700,6QM7-H,12,0.22675,0.82675,0.249,0.16255916666666673,0.8187258333333333,0.3438333333333334,top12_mean
77,1C7J-A,12,0.30133,0.90133,0.317,0.16200166666666668,0.8622516666666665,0.44050000000000006,top12_mean
1017,1ZX2-A,12,0.22873,0.82873,0.244,0.16188333333333335,0.7618833333333334,0.169,top12_mean
584,6NRX-A,12,0.2882,0.8882,0.337,0.16123833333333334,0.7687383333333332,0.23158333333333334,top12_mean
839,7VHV-A,12,0.33412,0.93412,0.373,0.16102583333333334,0.7646925000000001,0.24824999999999997,top12_mean
698,2QLP-A,12,0.3138500000000001,0.91385,0.359,0.1594033333333334,0.8711533333333333,0.44308333333333333,top12_mean
191,4EGW-A,12,0.25064,0.85064,0.206,0.15933666666666668,0.8070033333333334,0.23491666666666666,top12_mean
304,4H5U-A,12,0.21493000000000007,0.81493,0.222,0.15921583333333336,0.8277158333333333,0.30491666666666667,top12_mean
231,2F7N-A,12,0.24829,0.84829,0.209,0.1589966666666667,0.7589966666666667,0.15433333333333332,top12_mean
320,3HKZ-D,12,0.30674999999999997,0.90675,0.289,0.15870083333333337,0.8254508333333334,0.36683333333333334,top12_mean
804,7U2R-A,12,0.29339000000000004,0.97839,0.485,0.15825,0.7666666666666666,0.2261666666666667,top12_mean
59,4BSZ-B,12,0.19737000000000005,0.79737,0.252,0.15765666666666667,0.7576566666666666,0.25825000000000004,top12_mean
961,7YCS-A,12,0.31177,0.91177,0.301,0.1573116666666667,0.7573116666666667,0.18674999999999997,top12_mean
940,5XXU-U,12,0.27340000000000003,0.8834,0.41,0.15676166666666672,0.8716783333333334,0.47491666666666665,top12_mean
344,3IAU-A,12,0.24165999999999999,0.84166,0.188,0.15558083333333333,0.7555808333333333,0.20791666666666667,top12_mean
56,3BO5-A,12,0.22581000000000007,0.82581,0.34,0.1550716666666667,0.7550716666666667,0.3020833333333333,top12_mean
571,7NJK-H,12,0.25667000000000006,0.85667,0.25,0.15505833333333335,0.787975,0.285,top12_mean
996,6Z26-A,12,0.2882,0.8882,0.13,0.1549141666666667,0.7549141666666667,0.11683333333333334,top12_mean
643,3P6L-A,12,0.19257000000000002,0.79257,0.145,0.1542666666666667,0.7542666666666668,0.1416666666666667,top12_mean
209,7ERU-A,12,0.26095999999999997,0.86096,0.187,0.15408750000000002,0.8031708333333335,0.21466666666666667,top12_mean
500,4LWO-A,12,0.18438,0.78438,0.315,0.15371416666666668,0.7537141666666667,0.30541666666666667,top12_mean
110,1CWU-A,12,0.2158,0.8158,0.311,0.1536875,0.8034375000000001,0.3533333333333333,top12_mean
421,4KBX-A,12,0.18083000000000005,0.78083,0.151,0.1534833333333334,0.7534833333333334,0.13566666666666666,top12_mean
725,3R12-A,12,0.31231000000000003,0.93231,0.42,0.1525608333333334,0.7897275000000001,0.3451666666666666,top12_mean
946,6Y11-J,12,0.27683,0.87683,0.277,0.1524116666666667,0.7524116666666667,0.23850000000000002,top12_mean
233,4F71-A,12,0.31428,0.91428,0.364,0.1515141666666667,0.7515141666666668,0.21383333333333335,top12_mean
719,1QY6-A,12,0.23875999999999997,0.83876,0.297,0.15144250000000004,0.8772758333333335,0.4566666666666667,top12_mean
738,2RFL-A,12,0.24294000000000004,0.84294,0.317,0.15114333333333335,0.7511433333333334,0.20966666666666667,top12_mean
809,6U8Y-D,12,0.22472999999999999,0.82473,0.397,0.1510516666666667,0.7510516666666668,0.14625000000000002,top12_mean
949,1Y3K-A,12,0.19432000000000005,0.79432,0.25,0.150625,0.7542916666666667,0.26916666666666667,top12_mean
450,6L0T-A,12,0.16019000000000005,0.76019,0.149,0.1505491666666667,0.7505491666666666,0.13924999999999998,top12_mean
1015,4ZRS-A,12,0.16495000000000004,0.76495,0.185,0.15054000000000003,0.75054,0.17500000000000002,top12_mean
736,4RDV-A,12,0.24557000000000007,0.96157,0.516,0.1505216666666667,0.7601883333333334,0.18833333333333332,top12_mean
73,4C5O-A,12,0.26781,0.86781,0.235,0.14999583333333336,0.8313291666666666,0.31375,top12_mean
939,5XVM-A,12,0.22421000000000002,0.82421,0.22,0.14998583333333337,0.7499858333333335,0.15433333333333335,top12_mean
148,6DLM-A,12,0.23631000000000002,0.83631,0.081,0.14961750000000004,0.7496174999999999,0.13141666666666665,top12_mean
266,1GAJ-A,12,0.22715000000000007,0.82715,0.24,0.14956583333333337,0.7988991666666667,0.31174999999999997,top12_mean
552,2N4C-A,12,0.2426700000000001,0.85567,0.413,0.14956333333333335,0.7506466666666666,0.2648333333333333,top12_mean
